Index,Similarity,Text
29190,0.3789128313595909,vaishanvi ac
31383,0.3789128313595909,vaishnavi ac
29152,0.36943555361353586,oasi corpor train
31541,0.36943555361353586,pahuja corpor
107532,0.3218970367694437,neft 000028094933 irctc c
